AT2G26510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT5G26220,GO:0008150,GO:0010035,GO:0010038,GO:0042221,GO:0046686,GO:0050896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT5G25110,GO:0006950,GO:0006952,GO:0008150,GO:0009605,GO:0009607,GO:0009620,GO:0043207,GO:0050832,GO:0050896,GO:0051704,GO:0051707,GO:0098542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT5G25190,GO:0000160,GO:0007154,GO:0007165,GO:0008150,GO:0009719,GO:0009723,GO:0009725,GO:0009755,GO:0009873,GO:0009987,GO:0010033,GO:0023052,GO:0032870,GO:0035556,GO:0042221,GO:0044699,GO:0044700,GO:0044763,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0070887,GO:0071310,GO:0071369,GO:0071495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT5G24800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT5G67580,GO:0001101,GO:0006950,GO:0006970,GO:0008150,GO:0009628,GO:0009651,GO:0009719,GO:0009723,GO:0009725,GO:0009733,GO:0009737,GO:0009739,GO:0009751,GO:0009753,GO:0010033,GO:0010035,GO:0010038,GO:0014070,GO:0033993,GO:0042221,GO:0046686,GO:0050896,GO:0097305,GO:1901700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT5G67480,GO:0000302,GO:0001101,GO:0006950,GO:0006970,GO:0006979,GO:0008150,GO:0009611,GO:0009628,GO:0009651,GO:0009719,GO:0009725,GO:0009751,GO:0009753,GO:0010033,GO:0010035,GO:0014070,GO:0042221,GO:0042542,GO:0050896,GO:1901700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT5G67030,GO:0001101,GO:0006950,GO:0007154,GO:0007165,GO:0008150,GO:0009266,GO:0009314,GO:0009408,GO:0009414,GO:0009415,GO:0009416,GO:0009628,GO:0009639,GO:0009743,GO:0009756,GO:0009987,GO:0010033,GO:0010035,GO:0010114,GO:0010182,GO:0023052,GO:0042221,GO:0044699,GO:0044700,GO:0044763,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0070887,GO:0071310,GO:0071322,GO:1901700,GO:1901701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT5G67210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT5G66880,GO:0001101,GO:0006950,GO:0006970,GO:0007154,GO:0007165,GO:0008150,GO:0009414,GO:0009415,GO:0009628,GO:0009651,GO:0009719,GO:0009725,GO:0009737,GO:0009738,GO:0009739,GO:0009755,GO:0009987,GO:0010029,GO:0010033,GO:0010035,GO:0023052,GO:0032870,GO:0033993,GO:0042221,GO:0044699,GO:0044700,GO:0044763,GO:0048580,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051239,GO:0051716,GO:0065007,GO:0070887,GO:0071215,GO:0071229,GO:0071310,GO:0071396,GO:0071495,GO:0097305,GO:0097306,GO:1900140,GO:1901700,GO:1901701,GO:2000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT5G66680,GO:0000902,GO:0008150,GO:0009653,GO:0009826,GO:0009987,GO:0016043,GO:0016049,GO:0032502,GO:0032989,GO:0040007,GO:0044699,GO:0044763,GO:0044767,GO:0048589,GO:0048856,GO:0048869,GO:0060560,GO:0071840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
