AT2G26510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G59940,GO:2000762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G58990,GO:0019761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G58750,GO:0006635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G58070,GO:0009739,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G57410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G57330,GO:0042742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G56290,GO:0009658,GO:0045893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G56090,GO:0048366,GO:0015979,GO:0000302,GO:0009908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G56070,GO:0046686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G55760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G55960,GO:0007623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G55280,GO:0006979,GO:0009409,GO:0009644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G55130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G55580,GO:0009631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G55560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G55120,GO:0080167,GO:0009813,GO:0010224,GO:0009733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G54140,GO:0006807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G53990,GO:0006979,GO:0009408,GO:0009409,GO:0061077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G53260,GO:0080167,GO:0006979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G52740,GO:0080167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G51920,GO:0009414,GO:0009651,GO:0009737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G51420,GO:0009611,GO:0009753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G50970,GO:0009409,GO:0009414,GO:0009631,GO:0009737,GO:0050832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G50820,GO:0010207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G50750,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G50740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G49590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G49580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G49240,GO:0009793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G48720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G48250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G48360,GO:0009555,GO:0007623,GO:0009734,GO:0010182,GO:0009611,GO:0009553,GO:0009409,GO:0009753,GO:0009737,GO:0009651,GO:0009738,GO:0042542,GO:0009733,GO:0009751,GO:0006355,,,,,,,,,,,,,,,,,,,,,
AT3G47600,GO:0006355,GO:0009651,GO:0009723,GO:0009733,GO:0009737,GO:0009751,GO:0009753,GO:0046686,GO:0080167,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G47420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G47620,GO:0009735,GO:0009737,GO:0009739,GO:0010029,GO:0008283,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G47500,GO:0006355,GO:0048510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G46940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G46970,GO:0009414,GO:0046686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G46530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G46590,GO:0009723,GO:0009737,GO:0009739,GO:0009751,GO:0009753,GO:0046686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G46460,GO:0006511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G45260,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G44750,GO:0009294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT3G44450,GO:0080167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G40060,GO:0009637,GO:0048510,GO:0048573,GO:0045893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G39980,GO:0009073,GO:0009611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G39800,GO:0010264,GO:0009793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G39730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G39260,GO:0010043,GO:0009735,GO:0009737,GO:0009409,GO:0009651,GO:0045087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G39210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G38960,GO:0010100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G39090,GO:0006970,GO:0009651,GO:0042742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G39330,GO:0009735,GO:0009809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G38580,GO:0010286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G38840,GO:0009409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G38800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G38470,GO:0009658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G37970,GO:0009809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G37760,GO:0009611,GO:0009753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G37470,GO:0009640,GO:0009704,GO:0080167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G37610,GO:0006355,GO:0009409,GO:0009733,GO:0009751,GO:0010200,GO:0042542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G37590,GO:0009908,GO:0009958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G35780,GO:0009658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G35770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G35630,GO:0009735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G35040,GO:0010043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G35260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G34990,GO:0009651,GO:0009723,GO:0009737,GO:0009751,GO:0009753,GO:0046686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G35020,GO:0009958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G34240,GO:0009414,GO:0009737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT4G33950,GO:0009414,GO:0046777,GO:0009737,GO:0010118,GO:0010119,GO:0019432,GO:0042742,GO:0009651,GO:0009738,GO:2000377,GO:0006970,GO:0048366,,,,,,,,,,,,,,,,,,,,,,,,
AT4G34100,GO:0009414,GO:0042335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
